origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,timestamp,hour,day,month,weekday,is_weekend
"Saket Mall, Delhi, India","Jantar Mantar, Delhi, India",14401,2064,2815,,,,,,0
"Saket Mall, Delhi, India","Shah Jahan Park, Delhi, India",12845,1597,2239,,,,,,0
"Saket Mall, Delhi, India","Connaught Place, Delhi, India",14567,2056,2777,,,,,,0
"Saket Mall, Delhi, India","Paharganj, Delhi, India",19688,2845,3734,,,,,,0
"Saket Mall, Delhi, India","Chandni Chowk, Delhi, India",17739,2490,3456,,,,,,0
"Saket Mall, Delhi, India","Pitampura TV Tower, Delhi, India",27279,3149,3865,,,,,,0
"Saket Mall, Delhi, India","Mundka Industrial Area, Delhi, India",35059,4577,5432,,,,,,0
"Saket Mall, Delhi, India","Dwarka Sector 21, Delhi, India",23764,2542,3443,,,,,,0
"Saket Mall, Delhi, India","Khan Market, Delhi, India",13211,1787,2353,,,,,,0
"Saket Mall, Delhi, India","Sarai Rohilla, Delhi, India",23779,3366,4217,,,,,,0
"Saket Mall, Delhi, India","Lajpat Nagar, Delhi, India",8894,1236,1855,,,,,,0
"Saket Mall, Delhi, India","Punjabi Bagh, Delhi, India",22654,2743,3396,,,,,,0
"Saket Mall, Delhi, India","Greater Kailash, Delhi, India",6753,982,1525,,,,,,0
"Saket Mall, Delhi, India","Vasant Kunj, Delhi, India",9872,1441,1607,,,,,,0
"Saket Mall, Delhi, India","Noida Sector 18, Delhi, India",20180,2284,3038,,,,,,0
"Saket Mall, Delhi, India","Azadpur Mandi, Delhi, India",29554,3344,4154,,,,,,0
"Saket Mall, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",12898,1535,1842,,,,,,0
"Khan Market, Delhi, India","Hauz Khas Village, Delhi, India",8538,1312,1665,,,,,,0
"Khan Market, Delhi, India","Chhatarpur Temple, Delhi, India",14660,2294,2874,,,,,,0
"Khan Market, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",21442,3167,4200,,,,,,0
"Khan Market, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",27243,2737,3631,,,,,,0
"Khan Market, Delhi, India","Nehru Planetarium, Delhi, India",4853,716,897,,,,,,0
"Khan Market, Delhi, India","Shankar's International Dolls Museum, Delhi, India",5354,981,1103,,,,,,0
"Khan Market, Delhi, India","ISKCON Temple, Delhi, India",8826,1375,1701,,,,,,0
"Khan Market, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",3043,523,561,,,,,,0
"Khan Market, Delhi, India","Delhi Zoo, Delhi, India",4567,787,766,,,,,,0
"Khan Market, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",11314,1660,2148,,,,,,0
"Khan Market, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",8438,1107,1174,,,,,,0
"Khan Market, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",3320,583,596,,,,,,0
"Khan Market, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",9838,1478,1806,,,,,,0
"Khan Market, Delhi, India","Tughlaqabad Fort, Delhi, India",13783,2237,2698,,,,,,0
"Khan Market, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",7998,1099,1147,,,,,,0
"Khan Market, Delhi, India","Safdarjung's Tomb, Delhi, India",4969,737,817,,,,,,0
"Khan Market, Delhi, India","Jantar Mantar, Delhi, India",4866,802,890,,,,,,0
"Khan Market, Delhi, India","Shah Jahan Park, Delhi, India",872,256,250,,,,,,0
"Khan Market, Delhi, India","Connaught Place, Delhi, India",5032,794,876,,,,,,0
"Khan Market, Delhi, India","Paharganj, Delhi, India",7007,1444,1632,,,,,,0
"Khan Market, Delhi, India","Chandni Chowk, Delhi, India",7865,1344,1925,,,,,,0
"Khan Market, Delhi, India","Pitampura TV Tower, Delhi, India",18694,2533,3445,,,,,,0
"Khan Market, Delhi, India","Mundka Industrial Area, Delhi, India",27433,4029,5671,,,,,,0
"Khan Market, Delhi, India","Dwarka Sector 21, Delhi, India",25304,2992,3645,,,,,,0
"Khan Market, Delhi, India","Khan Market, Delhi, India",0,0,0,,,,,,0
"Khan Market, Delhi, India","Sarai Rohilla, Delhi, India",12278,1914,2385,,,,,,0
"Khan Market, Delhi, India","Lajpat Nagar, Delhi, India",6573,1202,1184,,,,,,0
"Khan Market, Delhi, India","Punjabi Bagh, Delhi, India",14722,2167,3022,,,,,,0
"Khan Market, Delhi, India","Greater Kailash, Delhi, India",8374,1140,1408,,,,,,0
"Khan Market, Delhi, India","Vasant Kunj, Delhi, India",14304,2027,2292,,,,,,0
"Khan Market, Delhi, India","Noida Sector 18, Delhi, India",10637,1401,1522,,,,,,0
"Khan Market, Delhi, India","Azadpur Mandi, Delhi, India",21413,2742,3096,,,,,,0
"Khan Market, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",14576,1722,1998,,,,,,0
"Hauz Khas Village, Delhi, India","Chhatarpur Temple, Delhi, India",9367,1713,1927,,,,,,0
"Hauz Khas Village, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",25901,3220,4082,,,,,,0
"Hauz Khas Village, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",29137,3429,4628,,,,,,0
"Hauz Khas Village, Delhi, India","Nehru Planetarium, Delhi, India",7880,1060,1713,,,,,,0
"Hauz Khas Village, Delhi, India","Shankar's International Dolls Museum, Delhi, India",12695,1741,2332,,,,,,0
"Hauz Khas Village, Delhi, India","ISKCON Temple, Delhi, India",9544,1433,1837,,,,,,0
"Hauz Khas Village, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",8412,1133,1523,,,,,,0
"Hauz Khas Village, Delhi, India","Delhi Zoo, Delhi, India",13502,1708,1920,,,,,,0
"Hauz Khas Village, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",19729,2430,3281,,,,,,0
"Hauz Khas Village, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",17373,2028,2321,,,,,,0
"Hauz Khas Village, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",12255,1504,1748,,,,,,0
"Hauz Khas Village, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",9130,1254,1525,,,,,,0
"Hauz Khas Village, Delhi, India","Tughlaqabad Fort, Delhi, India",11252,1958,2284,,,,,,0
"Hauz Khas Village, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",17306,2039,2347,,,,,,0
"Hauz Khas Village, Delhi, India","Safdarjung's Tomb, Delhi, India",5363,751,1095,,,,,,0
"Hauz Khas Village, Delhi, India","Jantar Mantar, Delhi, India",10855,1478,1937,,,,,,0
"Hauz Khas Village, Delhi, India","Shah Jahan Park, Delhi, India",7957,1108,1485,,,,,,0
"Hauz Khas Village, Delhi, India","Connaught Place, Delhi, India",11021,1470,1920,,,,,,0
"Hauz Khas Village, Delhi, India","Paharganj, Delhi, India",12909,2299,2779,,,,,,0
"Hauz Khas Village, Delhi, India","Chandni Chowk, Delhi, India",14224,2088,3017,,,,,,0
"Hauz Khas Village, Delhi, India","Pitampura TV Tower, Delhi, India",22989,2608,3389,,,,,,0
"Hauz Khas Village, Delhi, India","Mundka Industrial Area, Delhi, India",43120,4201,5130,,,,,,0
"Hauz Khas Village, Delhi, India","Dwarka Sector 21, Delhi, India",22650,2307,3044,,,,,,0
"Hauz Khas Village, Delhi, India","Khan Market, Delhi, India",7540,1180,1570,,,,,,0
"Hauz Khas Village, Delhi, India","Sarai Rohilla, Delhi, India",18267,2590,3421,,,,,,0
"Hauz Khas Village, Delhi, India","Lajpat Nagar, Delhi, India",7416,1172,1488,,,,,,0
"Hauz Khas Village, Delhi, India","Punjabi Bagh, Delhi, India",18698,2315,2889,,,,,,0
"Hauz Khas Village, Delhi, India","Greater Kailash, Delhi, India",8111,1109,1382,,,,,,0
"Hauz Khas Village, Delhi, India","Vasant Kunj, Delhi, India",9907,1466,1492,,,,,,0
"Hauz Khas Village, Delhi, India","Noida Sector 18, Delhi, India",16464,1917,2654,,,,,,0
"Hauz Khas Village, Delhi, India","Azadpur Mandi, Delhi, India",25305,2799,3595,,,,,,0
"Hauz Khas Village, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",11784,1300,1528,,,,,,0
"Chhatarpur Temple, Delhi, India","Kingdom of Dreams, Gurgaon, Delhi, India",32043,3955,5078,,,,,,0
"Chhatarpur Temple, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",35279,4164,5870,,,,,,0
"Chhatarpur Temple, Delhi, India","Nehru Planetarium, Delhi, India",15260,2088,3024,,,,,,0
"Chhatarpur Temple, Delhi, India","Shankar's International Dolls Museum, Delhi, India",18734,2662,4059,,,,,,0
"Chhatarpur Temple, Delhi, India","ISKCON Temple, Delhi, India",13074,2001,3192,,,,,,0
"Chhatarpur Temple, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",14608,2106,3004,,,,,,0
"Chhatarpur Temple, Delhi, India","Delhi Zoo, Delhi, India",19831,2495,3402,,,,,,0
"Chhatarpur Temple, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",27381,3434,4855,,,,,,0
"Chhatarpur Temple, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",19893,2796,4235,,,,,,0
"Chhatarpur Temple, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",19387,2357,3195,,,,,,0
"Chhatarpur Temple, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",12818,1875,2823,,,,,,0
"Chhatarpur Temple, Delhi, India","Tughlaqabad Fort, Delhi, India",13879,2415,3181,,,,,,0
"Chhatarpur Temple, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",23262,2807,3921,,,,,,0
"Chhatarpur Temple, Delhi, India","Safdarjung's Tomb, Delhi, India",11559,1724,2560,,,,,,0
"Chhatarpur Temple, Delhi, India","Jantar Mantar, Delhi, India",16894,2399,3677,,,,,,0
"Chhatarpur Temple, Delhi, India","Shah Jahan Park, Delhi, India",14153,2081,3030,,,,,,0
"Chhatarpur Temple, Delhi, India","Connaught Place, Delhi, India",17060,2391,3609,,,,,,0
"Chhatarpur Temple, Delhi, India","Paharganj, Delhi, India",21685,3059,4179,,,,,,0
"Chhatarpur Temple, Delhi, India","Chandni Chowk, Delhi, India",20420,3061,4699,,,,,,0
"Chhatarpur Temple, Delhi, India","Pitampura TV Tower, Delhi, India",29190,3352,4354,,,,,,0
"Chhatarpur Temple, Delhi, India","Mundka Industrial Area, Delhi, India",41695,4620,5221,,,,,,0
"Chhatarpur Temple, Delhi, India","Dwarka Sector 21, Delhi, India",21688,2807,3019,,,,,,0
"Chhatarpur Temple, Delhi, India","Khan Market, Delhi, India",13579,2101,3139,,,,,,0
"Chhatarpur Temple, Delhi, India","Sarai Rohilla, Delhi, India",25772,3507,4848,,,,,,0
"Chhatarpur Temple, Delhi, India","Lajpat Nagar, Delhi, India",14731,2148,2997,,,,,,0
"Chhatarpur Temple, Delhi, India","Punjabi Bagh, Delhi, India",24547,2933,4000,,,,,,0
"Chhatarpur Temple, Delhi, India","Greater Kailash, Delhi, India",11799,1730,2610,,,,,,0
"Chhatarpur Temple, Delhi, India","Vasant Kunj, Delhi, India",4809,832,1383,,,,,,0
"Chhatarpur Temple, Delhi, India","Noida Sector 18, Delhi, India",22503,2838,4351,,,,,,0
"Chhatarpur Temple, Delhi, India","Azadpur Mandi, Delhi, India",31506,3543,4523,,,,,,0
"Chhatarpur Temple, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",11987,1561,2170,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Sanjay Gandhi Transport Nagar, Delhi, India",7880,1491,1425,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Nehru Planetarium, Delhi, India",19319,2757,4004,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Shankar's International Dolls Museum, Delhi, India",27009,2865,4020,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","ISKCON Temple, Delhi, India",38397,3824,5048,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",18619,2773,3886,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Delhi Zoo, Delhi, India",32588,3180,4289,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",24539,3064,3617,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",27480,2731,3749,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",30647,3011,4141,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",40916,4142,5367,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Tughlaqabad Fort, Delhi, India",35048,4614,6137,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",26280,2761,3855,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Safdarjung's Tomb, Delhi, India",24729,3293,4609,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Jantar Mantar, Delhi, India",18449,2817,3976,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Shah Jahan Park, Delhi, India",21230,3073,4196,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Connaught Place, Delhi, India",18238,2760,3803,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Paharganj, Delhi, India",15986,2611,3613,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Chandni Chowk, Delhi, India",24746,2742,4207,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Pitampura TV Tower, Delhi, India",6422,1034,1180,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Mundka Industrial Area, Delhi, India",12144,2039,2408,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Dwarka Sector 21, Delhi, India",20040,2856,4139,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Khan Market, Delhi, India",21013,3177,4297,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Sarai Rohilla, Delhi, India",13362,1954,2320,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Lajpat Nagar, Delhi, India",37658,3552,4735,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Punjabi Bagh, Delhi, India",7164,1203,1435,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Greater Kailash, Delhi, India",39452,3804,4999,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Vasant Kunj, Delhi, India",27054,3463,4791,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Noida Sector 18, Delhi, India",30575,3030,4093,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Azadpur Mandi, Delhi, India",9787,1469,1708,,,,,,0
"Kingdom of Dreams, Gurgaon, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",22242,2884,3989,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Nehru Planetarium, Delhi, India",32003,3098,3601,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Shankar's International Dolls Museum, Delhi, India",23211,2514,2801,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","ISKCON Temple, Delhi, India",34599,3473,3880,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",30740,3030,3339,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Delhi Zoo, Delhi, India",28790,2829,3010,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",19897,2257,2844,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",23682,2380,2577,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",27708,2657,2821,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",37118,3791,4275,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Tughlaqabad Fort, Delhi, India",39959,4430,5349,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",22482,2410,2625,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Safdarjung's Tomb, Delhi, India",33295,3355,3779,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Jantar Mantar, Delhi, India",25737,2993,3473,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Shah Jahan Park, Delhi, India",28782,2797,3084,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Connaught Place, Delhi, India",25545,3005,3459,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Paharganj, Delhi, India",22075,2862,3271,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Chandni Chowk, Delhi, India",22256,2677,3197,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Pitampura TV Tower, Delhi, India",8052,1335,1408,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Mundka Industrial Area, Delhi, India",20071,2831,3402,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Dwarka Sector 21, Delhi, India",27564,3574,5047,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Khan Market, Delhi, India",29910,3066,3352,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Sarai Rohilla, Delhi, India",12517,2100,2621,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Lajpat Nagar, Delhi, India",33860,3201,3469,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Punjabi Bagh, Delhi, India",12911,1866,2310,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Greater Kailash, Delhi, India",35654,3453,3829,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Vasant Kunj, Delhi, India",34395,4094,5063,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Noida Sector 18, Delhi, India",26777,2679,2931,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Azadpur Mandi, Delhi, India",8119,1284,1374,,,,,,0
"Sanjay Gandhi Transport Nagar, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",29760,3527,4480,,,,,,0
"Nehru Planetarium, Delhi, India","Shankar's International Dolls Museum, Delhi, India",10334,1410,2071,,,,,,0
"Nehru Planetarium, Delhi, India","ISKCON Temple, Delhi, India",11621,1503,2415,,,,,,0
"Nehru Planetarium, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",3222,470,1152,,,,,,0
"Nehru Planetarium, Delhi, India","Delhi Zoo, Delhi, India",9190,1246,1686,,,,,,0
"Nehru Planetarium, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",11884,1830,2978,,,,,,0
"Nehru Planetarium, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",10633,1370,2136,,,,,,0
"Nehru Planetarium, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",7943,1042,1648,,,,,,0
"Nehru Planetarium, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",12242,1704,2604,,,,,,0
"Nehru Planetarium, Delhi, India","Tughlaqabad Fort, Delhi, India",17696,2451,3642,,,,,,0
"Nehru Planetarium, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",10382,1331,1963,,,,,,0
"Nehru Planetarium, Delhi, India","Safdarjung's Tomb, Delhi, India",5776,758,1328,,,,,,0
"Nehru Planetarium, Delhi, India","Jantar Mantar, Delhi, India",6702,892,1296,,,,,,0
"Nehru Planetarium, Delhi, India","Shah Jahan Park, Delhi, India",5205,675,1263,,,,,,0
"Nehru Planetarium, Delhi, India","Connaught Place, Delhi, India",6491,835,1260,,,,,,0
"Nehru Planetarium, Delhi, India","Paharganj, Delhi, India",7785,1124,1791,,,,,,0
"Nehru Planetarium, Delhi, India","Chandni Chowk, Delhi, India",9275,1497,2608,,,,,,0
"Nehru Planetarium, Delhi, India","Pitampura TV Tower, Delhi, India",19599,1970,2858,,,,,,0
"Nehru Planetarium, Delhi, India","Mundka Industrial Area, Delhi, India",27725,3413,4881,,,,,,0
"Nehru Planetarium, Delhi, India","Dwarka Sector 21, Delhi, India",20008,1925,3012,,,,,,0
"Nehru Planetarium, Delhi, India","Khan Market, Delhi, India",4882,821,1313,,,,,,0
"Nehru Planetarium, Delhi, India","Sarai Rohilla, Delhi, India",11790,1634,2315,,,,,,0
"Nehru Planetarium, Delhi, India","Lajpat Nagar, Delhi, India",9978,1162,1975,,,,,,0
"Nehru Planetarium, Delhi, India","Punjabi Bagh, Delhi, India",15015,1560,2293,,,,,,0
"Nehru Planetarium, Delhi, India","Greater Kailash, Delhi, India",11052,1387,2187,,,,,,0
"Nehru Planetarium, Delhi, India","Vasant Kunj, Delhi, India",11172,1445,1698,,,,,,0
"Nehru Planetarium, Delhi, India","Noida Sector 18, Delhi, India",13396,1579,2644,,,,,,0
"Nehru Planetarium, Delhi, India","Azadpur Mandi, Delhi, India",21915,2161,3064,,,,,,0
"Nehru Planetarium, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",9142,918,1533,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","ISKCON Temple, Delhi, India",10600,1377,1643,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Rashtrapati Bhavan Gardens, Delhi, India",4507,752,886,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Delhi Zoo, Delhi, India",3284,518,496,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Gurudwara Sis Ganj Sahib, Delhi, India",5718,997,1379,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Mahatma Gandhi Memorial, Delhi, India",2664,408,420,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",2105,329,346,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",11612,1480,1788,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Tughlaqabad Fort, Delhi, India",15527,2370,2738,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",2402,436,450,,,,,,0
"Shankar's International Dolls Museum, Delhi, India","Safdarjung's Tomb, Delhi, India",8029,1076,1282,,,,,,0
